MOL_ID,molecule_ID,molecule_name,mw,hdon,hacc,alogp,halflife,ob,caco2,bbb,dl,FASA,tpsa,rbn
MOL007380,7380,"mudanpinoic,acid,a",454.760,2,3,5.846,,13.8608543507,0.60206,-0.02823,0.65134,0.25762624,57.53,1
MOL007381,7381,mudanpioside-h,618.640,6,14,0.002,,6.77480812962,-1.62762,-2.60401,0.61486,0.33208096,210.9,11
MOL007382,7382,mudanpioside-h_qt 2,336.370,3,7,-0.027,7.602796,42.3594195158,-0.38531,-0.96429,0.37019,0.32476023,105.45,5
MOL007383,7383,paeonidanin,492.570,4,10,-0.828,,24.6433644583,-1.27779,-1.70522,0.78249,0.29949856,151.98,8
MOL007384,7384,paeonidanin_qt,330.410,1,5,0.918,7.10419,65.3130552647,-0.08985,-0.58728,0.3495,0.3461588,72.83,5
MOL007385,7385,"octadecyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",432.710,2,4,9.334,,3.17868871439,0.98049,0.59702,0.55107,0.23579684,66.76,20
MOL007386,7386,"(2S,3R,4S,5S,6R)-2-(4-hydroxy-3-methoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",302.310,5,8,-0.626,,20.977319844,-0.94568,-1.39415,0.19084,0.25778383,128.84,4
MOL007387,7387,2-MOHYDROP,140.150,2,3,1.279,11.6844,44.8032996635,0.86938,0.66246,0.026562,0.23341864,49.69,1
MOL007388,7388,"(1S,2R,4aS,6aR,6aS,6bR,8aR,10R,11S,12aR,14bS)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",472.780,3,4,5.501,,16.9969109865,0.11507,-0.46535,0.74002,0.24538225,77.76,1
MOL007389,7389,artemisitene,280.350,0,5,3.154,-0.747254,54.3600690855,0.54378,0.59175,0.30768,0.32725912,53.99,0
MOL007390,7390,annulide,232.350,0,2,3.546,1.009302,52.9504920249,1.26344,1.31781,0.15055,0.34111238,26.3,0
MOL007391,7391,dihydroepideoxyarteannuin b,234.370,0,2,3.565,7.964658,60.8064991179,1.26623,1.45704,0.14614,0.29049951,26.3,0
MOL007392,7392,Deoxyarteannuin B,232.350,0,2,3.580,8.955942,71.97803728,1.22099,1.32446,0.14703,0.32477018,26.3,0
MOL007393,7393,2-methyltriacosan-8-one-23-ol,368.720,1,2,8.328,,20.7759073551,0.94572,0.16753,0.31347,0.15792678,37.3,21
MOL007394,7394,hentriacontanyl triacontanoate,887.830,0,2,26.652,,10.2882142555,1.61094,-0.02806,0.074892,0.13750453,26.3,59
MOL007395,7395,chrysosplenol,360.340,3,8,1.803,,1.94891096926,0.53733,-0.30809,0.39927,0.20389557,118.59,4
MOL007396,7396,norannuic acid,224.330,2,3,2.214,,25.5158476264,0.22427,0.26378,0.096903,0.29507399,57.53,1
MOL007397,7397,"(1R,5R)-6,6-dimethyl-2-methylene-3-norpinanone",150.240,0,1,1.785,11.4671,52.8773887264,1.31703,1.65293,0.061278,0.320218,17.07,0
MOL007398,7398,"2,29-dimethyltriacontane",450.980,0,0,14.561,,10.3295166497,2.00787,1.55925,0.44165,0.1350283,0,27
MOL007400,7400,vicenin-2_qt,270.250,3,5,2.820,16.751617,45.8447912974,0.24559,-0.17270,0.21306,0.033640567,89.06,1
MOL007401,7401,Cirsiliol,330.310,3,7,2.302,15.044885,43.4620292754,0.55485,-0.50869,0.33728,0.24764366,109.36,3
MOL007402,7402,ponticaepoxide,182.230,0,1,3.334,7.371516,73.3364697189,1.87742,0.80835,0.057851,0.53583872,12.53,2
MOL007404,7404,vitexin_qt,270.250,3,5,1.167,3.402317,52.1831149813,0.28763,-0.39691,0.21339,0.034480635,89.06,1
MOL007405,7405,Cirsilineol,344.340,2,7,2.553,,4.81292395715,0.77007,-0.36855,0.37367,0.19107959,98.36,4
MOL007406,7406,Umckalin,222.210,1,5,1.600,,21.3746986221,0.76915,0.28798,0.10377,0.1829105,68.9,2
MOL007407,7407,"5,7,8,3'-Tetrahydroxy-3,4'-dimethoxy flavone",346.310,4,8,1.552,,20.55748585,0.20034,-0.64576,0.37012,0.27524966,129.59,3
MOL007408,7408,4'-methylpenduletin,358.370,1,7,2.321,,8.196151926,0.86424,0.08839,0.39557,0.18675564,87.36,5
MOL007409,7409,5-nonadecylresorcinol-3-o-methyl ether,390.720,1,2,10.244,,13.3131247021,1.56223,1.33588,0.43286,0.18423201,29.46,19
MOL007410,7410,Artemisinin B,266.370,3,4,2.004,3.322281,40.1624316999,0.28506,0.23886,0.14907,0.30293655,77.76,2
MOL007411,7411,isoartemisia ketone,152.260,0,1,2.547,11.539668,69.8361035086,1.36758,1.65093,0.02494,0.37811279,17.07,4
MOL007412,7412,DMQT,346.310,4,8,1.552,15.157598,42.6000393241,0.30842,-0.68670,0.36822,0.24525563,129.59,3
MOL007413,7413,schaftoside,564.540,10,14,-1.938,,4.68304143084,-2.34696,-3.10687,0.82397,0.29273227,250.97,4
MOL007414,7414,isoschaftoside,564.540,10,14,-1.938,,7.46338765761,-2.34408,-3.04475,0.82558,0.29534042,250.97,4
MOL007415,7415,[(2S)-2-[[(2S)-2-(benzoylamino)-3-phenylpropanoyl]amino]-3-phenylpropyl] acetate,444.570,2,6,4.018,6.031565,58.0162962407,0.32404,-0.26008,0.51957,0.41382402,84.5,11
MOL007416,7416,Penduletin,344.340,2,7,2.070,,24.9562886423,0.71530,-0.26586,0.35568,0.2263353,98.36,4
MOL007417,7417,"3,5-Dihydroxy-6,7,3',4'-tetramethoxyflavone",374.370,2,8,2.240,,8.602605354,0.7774,-0.22944,0.44624,0.16181453,107.59,5
MOL007418,7418,eupatorin,804.980,11,18,-1.729,,10.0029938087,-3.12445,-4.08928,0.16872,0.21742083,294.98,10
MOL007419,7419,eupatorin_qt,318.500,2,3,3.669,,14.3420093072,0.60471,0.36012,0.37929,0.25392357,57.53,1
MOL007420,7420,gamma-Terpineol,154.280,1,1,2.610,11.0033,38.4786653566,1.31758,1.48832,0.030919,0.2666308,20.23,0
MOL007421,7421,"Quercetagetin-3,4'-dimethyl ether",346.310,4,8,1.552,,13.9829884847,0.21756,-0.57114,0.37258,0.27150497,129.59,3
MOL007422,7422,"6,8-di-c-glucosylapigenin",594.570,11,15,-2.449,,15.4600181698,-3.01059,-3.71566,0.78113,0.28072542,271.2,5
MOL007423,7423,"6,8-di-c-glucosylapigenin_qt",270.250,3,5,1.167,3.386417,59.8521836703,0.37504,-0.48706,0.21318,0.037117776,89.06,1
MOL007424,7424,artemisinin,282.370,0,5,3.140,-0.591446,49.8792598005,0.50059,0.49063,0.30597,0.30467957,53.99,0
MOL007425,7425,dihydroartemisinin,284.390,1,5,2.762,-0.402806,50.7504619831,0.39849,0.26716,0.30426,0.23486638,57.15,0
MOL007426,7426,deoxyartemisinin,266.370,0,4,2.153,4.658828,54.47158344,0.65651,0.69233,0.26103,0.2880246,44.76,0
MOL007427,7427,bornyl isovalerate,238.410,0,2,3.729,,15.3787132784,1.32691,1.42905,0.10627,0.25126329,26.3,4
MOL007428,7428,nchembio875-comp6,234.370,1,2,3.917,2.547957,70.7049793879,1.02257,1.05364,0.10636,0.28445369,37.3,2
MOL007429,7429,qinghaosu v,250.370,1,3,2.593,2.29743,47.9866022202,0.60401,0.58918,0.17394,0.30229679,46.53,0
MOL007430,7430,qinghaosu iv,282.370,1,5,1.445,,21.4195331045,0.14867,-0.16467,0.29558,0.30437008,64.99,0
MOL007431,7431,qinghaosu i,206.310,0,2,2.769,11.0102,66.9483688197,1.21278,1.42244,0.10896,0.27641881,26.3,0
MOL007432,7432,"methyl 2-[(1R,4R,4aS,8aR)-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl]prop-2-enoate",248.400,0,2,4.168,,23.4790218507,1.38173,1.54442,0.11998,0.23512767,26.3,3
MOL007433,7433,deoxyisoartemisinin b,232.350,0,2,3.580,8.219866,65.0264432408,1.25955,1.35748,0.14709,0.33163908,26.3,0
MOL007434,7434,artesunate,384.470,1,8,2.961,,15.8909550797,-0.28357,-0.60637,0.64881,0.31688839,100.52,5
MOL007435,7435,apigenin 6-c-beta-arabinopyranosyl-8-c-beta-galactopyranoside,564.540,10,14,-1.938,,7.49091725739,-2.30535,-3.22787,0.82532,0.29350638,250.97,4
MOL007436,7436,apigenin 6-c-beta-chinovopyranosyl-8-c-beta-galactopyranoside,578.570,10,14,-1.561,,15.7467161872,-2.32595,-3.13161,0.81163,0.2990261,250.97,4
MOL007437,7437,apigenin 6-c-beta-xylopyranosyl-8-c-beta-galactopyranoside,564.540,10,14,-1.938,,4.59766156938,-2.27744,-3.01035,0.8256,0.25797364,250.97,4
MOL007438,7438,apigenin-6-c-glu-8-c-rha,578.570,10,14,-1.561,,3.24566729977,-2.21873,-3.02819,0.81032,0.3044576,250.97,4
MOL007439,7439,apigenin-6-c-rha-8-c-glu,578.570,10,14,-1.561,,14.5130937274,-2.16017,-2.82490,0.81201,0.30699244,250.97,4
MOL007440,7440,"cyclopentanecarboxylic acid, 3-methylene-, 1,7,7-trimethylbicyclo",262.430,0,2,4.080,2.379235,53.2463693042,1.36340,1.44401,0.15516,0.28311801,26.3,3
MOL007441,7441,"(2S)-2-[(1R,4R,4aS,8aS)-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl]propionic acid",236.390,1,2,3.902,,25.5364192583,0.92862,0.94882,0.10555,0.27794456,37.3,2
MOL007442,7442,"isoaromadendrene,epoxide",220.390,0,1,3.002,14.255777,64.6323579,1.60327,1.9111,0.15269,0.23093803,12.53,0
MOL007443,7443,"isorhamnetin,3-glucoside",478.440,7,12,-0.336,,16.7660207764,-1.23226,-2.01523,0.80071,0.27985403,199.51,5
MOL007444,7444,"isorhamnetin,3-glucoside_qt",316.280,4,7,0.588,,6.05623892215,0.25126,-0.69990,0.30618,0.032224309,118.52,2
MOL007445,7445,isorhamnetin-glu,478.440,7,12,-0.336,,1.16905515156,-1.30924,-2.09886,0.80063,0.27763671,199.51,5
MOL007446,7446,mearnsetin-di-glu,656.600,11,18,-2.350,,4.84212503778,-2.66302,-3.73556,0.58781,0.27881527,298.89,8
MOL007447,7447,"2-(3,5-dihydroxy-4-methoxy-phenyl)-3,5,7-trihydroxy-chromone",332.280,5,8,1.487,,14.8350836671,0.03415,-0.81632,0.3423,0.30553815,140.59,2
MOL007448,7448,trans-Pinocarveyl acetate,194.300,0,2,2.204,-7.492622,34.9309180612,1.30025,1.53388,0.083581,0.26146656,26.3,2
MOL007449,7449,24-methylidenelophenol,412.770,1,1,7.751,5.103543,44.1926454523,1.40625,1.00160,0.7533,0.24066044,20.23,5
MOL007450,7450,SILYBIN,482.470,5,10,2.623,,0.925829894958,-0.71067,-1.76529,0.92673,0.32858098,155.14,4
MOL007451,7451,silydianin,482.470,5,10,0.950,26.562651,59.6540590808,-0.97244,-1.65976,0.76283,0.31737509,162.98,3
MOL007452,7452,silychristin,482.470,6,10,2.238,,1.35097091745,-0.81377,-2.06103,0.92514,0.33884624,166.14,4
MOL007453,7453,"5,7-Dihydroxychromone",179.160,2,4,0.740,18.04464,41.0109660875,0.36992,0.12436,0.066387,0.27325141,68.83,0
MOL007454,7454,silymonin,466.470,4,9,1.496,27.656393,81.8144471412,-0.71112,-1.53322,0.79605,0.31965187,142.75,3
MOL007455,7455,silandrin,466.470,4,9,3.169,17.257516,64.1401542465,-0.16559,-1.14154,0.94122,0.29839334,134.91,4
MOL007456,7456,Isosilybin,482.470,5,10,2.623,,0.929087677367,-0.92799,-2.01100,0.92392,0.33882558,155.14,4
MOL007457,7457,isosilychristin,734.710,0,16,3.137,30.232916,30.315169442,-1.20268,-2.35653,0.40382,0.3326005,202.56,16
MOL007458,7458,(S)-2-Aminobutanoate,103.140,3,3,-0.077,11.3862,61.336642571,-0.13517,-0.42025,0.0082572,0.33312398,63.32,2
MOL007459,7459,[(1R)-1-methoxyethyl]benzene,136.210,0,1,2.012,-2.06542,42.0910732837,1.60451,1.89368,0.022299,0.29881638,9.23,2
MOL007460,7460,Cyclooctadiene,108.200,0,0,2.760,11.376,42.822301017,1.81305,2.20113,0.010757,0.26900652,0,0
MOL007461,7461,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",172.290,0,0,4.123,11.652092,47.6880978566,1.90631,2.12622,0.059783,0.35458505,0,0
MOL007462,7462,"1,4,6-trimethyl-1,2,3,4-tetralin",174.310,0,0,4.333,4.169924,45.1502334311,1.89312,2.14029,0.058276,0.30106863,0,0
MOL007463,7463,"(1R,2S)-1-ethyl-2-methylcyclopropane",84.180,0,0,2.328,11.3218,39.6013508055,1.79142,2.21723,0.010807,0.25770858,0,1
MOL007464,7464,1-methyl-5-isopropenyl cyclohexene,136.260,0,0,3.503,11.531392,48.1215934837,1.82681,2.01863,0.022412,0.28990322,0,1
MOL007465,7465,10-Methylnonadecane,282.620,0,0,9.291,,10.2846614457,1.83921,1.79457,0.12067,0.15542713,0,16
MOL007466,7466,DICHLOROANILINE,162.020,2,1,2.412,12.2408,44.5133213231,1.18303,1.08156,0.020203,0.57724905,26.02,0
MOL007467,7467,"2,6-dimethyl-cyclohexanol",128.240,1,1,2.139,10.9543,76.283392695,1.20973,1.39569,0.020172,0.20740944,20.23,0
MOL007468,7468,"3,5-Dimethoxyacetophenone",180.220,0,3,1.537,,27.6134073746,0.95150,0.60409,0.044445,0.26956409,35.53,3
MOL007469,7469,"3,4-dichloroaniline",161.030,0,0,2.509,,9.91916238307,1.89486,2.23799,0.019111,0.65051478,0,0
MOL007470,7470,"(2E)-3-ethylpenta-2,4-dien-1-ol",112.190,1,1,1.629,,27.1293881991,1.06380,1.13370,0.0091687,0.3375414,20.23,3
MOL007471,7471,Octadecyne,250.520,0,0,8.768,,4.6590352896,1.93803,2.11097,0.093941,0.22852321,0,14
MOL007472,7472,"(9Z,12E)-octadeca-9,12-dienoic acid methyl ester",294.530,0,2,6.642,5.872393,41.9343581437,1.43164,1.09852,0.16705,0.19351794,26.3,15
MOL007473,7473,"N3-Oxalyl-L-2,3-diaminopropanoate",176.150,5,7,-2.007,4.694972,72.92559815,-1.40071,-1.75243,0.036444,0.42112309,129.72,4
MOL007474,7474,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2S)-6-methyl-2-[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,6,12-trihydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]hept-5-en-2-yl]oxyoxane-3,4,5-triol",638.980,7,9,2.873,,4.05373168951,-1.20219,-2.12115,0.59722,0.22256887,160.07,7
MOL007475,7475,ginsenoside f2,785.140,9,13,2.296,13.113281,36.4317472243,-1.79802,-3.03499,0.25282,0.22456476,218.99,10
MOL007476,7476,ginsenoside rb1,1109.460,15,23,-1.198,,6.28754346069,-3.71879,-4.94963,0.038132,0.22939058,377.29,16
MOL007477,7477,"(2S,3R,4S,5S,6R)-2-[(2S)-2-[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-3-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,1",1079.430,14,22,-0.687,,6.02216984663,-3.46380,-4.89051,0.043359,0.24046864,357.06,15
MOL007478,7478,ginsenoside rb3,1079.430,14,22,-0.687,,7.84153346106,-3.97600,-5.23568,0.043355,0.23111472,357.06,15
MOL007479,7479,ginsenoside rc,1079.430,14,22,-0.687,,8.12585372041,-3.85718,-5.21592,0.043566,0.23278329,357.06,16
MOL007480,7480,ginsenoside rd_qt,460.820,3,3,5.790,,12.225876375,0.64827,-0.01325,0.77439,0.23950954,60.69,4
MOL007481,7481,ginsenoside rf,801.140,10,14,1.127,,15.3274532441,-2.11666,-3.12887,0.24165,0.23532672,239.22,10
MOL007482,7482,"(2S,3R,4R,5R,6S)-2-[[(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-17-[(1S)-1-hydroxy-1,5-dimethylhex-4-enyl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-",785.140,9,13,2.015,,10.0922964744,-1.81216,-2.64739,0.25818,0.21962462,218.99,9
MOL007483,7483,ginsenoside rg3,1079.430,14,22,-0.687,,5.94665851512,-4.04836,-5.56167,0.043637,0.23857197,357.06,15
MOL007484,7484,"(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",638.980,7,9,2.873,,16.9079128251,-1.12881,-2.11069,0.57129,0.24079235,160.07,7
MOL007485,7485,"(2S,3S,4S,5R,6R)-6-[[(3S,4aR,6aR,6bS,8aS,12aS,14aR,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[oxo-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-tetrahydropyranyl]oxy]methyl]-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4-di",957.240,11,19,1.233,,1.9503879271,-2.96362,-4.10389,0.054962,0.24807309,312.05,10
MOL007486,7486,ZINC01532096,284.150,0,3,3.250,0.474432,50.7399459196,0.89066,0.55313,0.14658,0.58951598,37.38,1
MOL007487,7487,notoginsenosider1,933.270,12,18,-0.110,,5.4287519704,-3.00874,-4.15302,0.1311,0.22249143,298.14,12
MOL007488,7488,notoginsenosider2,771.110,9,13,1.637,,7.69133982271,-1.93815,-2.80310,0.27634,0.21627347,218.99,9
MOL007489,7489,notoginsenosider3,1109.460,15,23,-1.198,,3.01372069231,-4.27977,-5.64386,0.038121,0.21868338,377.29,16
MOL007490,7490,notoginsenosider3_qt,460.820,3,3,5.790,,13.8324783771,0.42444,-0.33120,0.77362,0.24557088,60.69,4
MOL007491,7491,notoginsenosider4,1241.590,17,27,-2.434,,7.3451555944,-4.51775,-5.94969,0.017043,0.23620537,436.21,18
MOL007492,7492,Butylcyclobutane,112.240,0,0,3.445,-3.537028,47.5871833509,1.78903,2.15333,0.014749,0.2015101,0,3
MOL007493,7493,"(1S,4S,4aS,6S,8aS)-4-isopropyl-1,6-dimethyldecahydronaphthalene",208.430,0,0,5.245,,23.2916363,1.76406,2.02035,0.076257,0.20663536,0,1
MOL007494,7494,gypenosideix,917.270,11,17,1.060,,8.81950071959,-2.67838,-4.14836,0.11492,0.25696811,277.91,12
MOL007495,7495,gypenosidexvii,947.300,12,18,0.549,,4.8643408629,-3.06965,-4.50957,0.10072,0.25424948,298.14,13
MOL007496,7496,isopulegone,154.230,0,2,0.993,11.25026,55.3949277156,0.66002,0.81189,0.030953,0.32962403,34.14,1
MOL007497,7497,NaPst,120.210,0,0,3.024,11.6332,46.9256179035,1.85038,2.10003,0.017427,0.36640123,0,1
MOL007498,7498,"10Z,13Z-nonadecadienoic acid",294.530,1,2,6.847,5.311829,40.9826464981,1.18223,0.87047,0.17009,0.23856682,37.3,15
MOL007500,7500,panaxatriol,476.820,3,4,4.286,,15.4198447083,0.52405,-0.07198,0.79324,0.21725561,69.92,1
MOL007501,7501,panaxydol,260.410,1,2,4.688,4.451791,61.6665994071,1.06504,0.10838,0.13157,0.31772545,32.76,8
MOL007502,7502,NSC692928,244.410,1,1,5.681,6.659111,43.3131729925,1.44247,0.65993,0.098896,0.34627715,20.23,8
MOL007503,7503,panaxytriol,278.430,3,3,3.922,3.590205,33.7582558246,0.05389,-0.97776,0.12863,0.32365215,60.69,9
MOL007504,7504,NSC 308879,460.820,2,3,5.455,,17.1403623998,0.87586,0.38224,0.79515,0.22347175,49.69,1
MOL007505,7505,WLN: QR DG,128.560,1,1,2.227,12.1552,60.4365966436,1.56714,1.75482,0.014552,0.56864262,20.23,0
MOL007506,7506,protopanoxadiol,446.790,3,3,5.583,,21.1407309913,0.41926,-0.28863,0.78312,0.24075149,60.69,4
MOL007507,7507,sanchinan-a,1447.420,28,45,-15.978,,7.57134437357,-8.81729,-14.19493,0.027322,0.22951713,723.35,25
MOL007508,7508,α-cyperene,204.390,0,0,4.318,12.569492,51.1046007793,1.82237,2.09698,0.10893,0.22657827,0,0
MOL007509,7509,"(4aS,9aR)-2,9,9-trimethyl-5-methylene-4,4a,6,7,8,9a-hexahydro-3H-benzo[7]annulene",204.390,0,0,4.753,,22.7352639182,1.82043,2.08436,0.079885,0.24016872,0,0
MOL007510,7510,α-copaene,206.410,0,0,4.949,3.7832,37.8137718891,1.82745,2.03608,0.079983,0.22475806,0,1
MOL007511,7511,(5S)-5-ethyloxolan-2-one,114.160,0,2,1.178,11.0785,75.6885176991,1.11972,1.39558,0.013646,0.2830351,26.3,1
MOL007512,7512,1-methyl-6-isopropylienebicyclo[3.1.0] hexane,136.260,0,0,3.067,11.903192,45.6572763058,1.81818,2.09118,0.045601,0.24415851,0,0
MOL007513,7513,1-Pentacosanol,368.770,1,1,10.551,,11.120133472,1.43696,0.96699,0.31792,0.14144072,20.23,23
MOL007514,7514,"methyl icosa-11,14-dienoate",322.590,0,2,7.554,5.236929,39.6670588034,1.47306,1.09756,0.22908,0.18299116,26.3,17
MOL007515,7515,14-pentadecenoic acid,240.430,1,2,5.521,5.916591,36.3873141272,1.08165,0.92655,0.083763,0.22515053,37.3,13
MOL007516,7516,"L-()-2,3-Butanediol",90.140,2,2,-0.142,11.2314,33.7823611163,0.22934,0.08815,0.0056503,0.26848647,40.46,1
MOL007517,7517,"(1S)-bornane-2,5-dione",166.240,0,2,0.584,11.4654,57.761704444,0.52677,0.61397,0.063151,0.3352789,34.14,0
MOL007518,7518,Rikacid SA,100.080,0,3,-0.145,11.6884,80.9040010744,0.28469,0.16385,0.011653,0.38708562,43.37,0
MOL007519,7519,"(1S,2S,4R)-2-methyl-3-methylene-2-(4-methylpent-3-enyl)norbornane",204.390,0,0,4.753,,19.7674204617,1.86585,2.07539,0.074782,0.28523636,0,3
MOL007520,7520,trans-beta-Santalol,220.390,1,1,3.663,1.522597,40.4268590227,1.25043,1.20845,0.088192,0.25586066,20.23,4
MOL007521,7521,"2-ethenyl-1,1-dimethyl-3-methylene-cyclohexane",150.290,0,0,3.568,11.8275,45.1543921128,1.83973,2.21722,0.033766,0.29620129,0,1
MOL007522,7522,2-methyl-3-butene-1-ol,86.150,1,1,0.899,11.554,80.8816495609,1.06647,1.22827,0.0045993,0.28281078,20.23,2
MOL007523,7523,AKG,146.110,2,5,-0.674,,22.5818750481,-0.89778,-1.05662,0.02279,0.42014953,91.67,4
MOL007524,7524,(E)-dodec-3-en-1-yne,164.320,0,0,5.586,,18.3429845389,1.91868,2.11371,0.025618,0.33554113,0,7
MOL007525,7525,(E)-icos-3-ene,280.600,0,0,9.051,,18.1873741005,1.89414,1.92103,0.13192,0.1847942,0,16
MOL007526,7526,"7,10,13-Hexadecatrienoic acid, methyl ester",264.450,0,2,5.285,,17.6705472644,1.45260,1.26061,0.12167,0.23768407,26.3,12
MOL007527,7527,9-cedranone,220.390,0,1,3.021,5.3547,63.3607048682,1.34570,1.56794,0.12026,0.25267583,17.07,0
MOL007528,7528,cubenol,222.410,1,1,3.914,5.429883,57.9081912434,1.44566,1.57812,0.094743,0.22601523,20.23,1
MOL007529,7529,cyclosativene,204.390,0,0,3.593,,14.9637347084,1.77744,2.07222,0.14651,0.24357943,0,1
MOL007530,7530,Heptacosanol,396.830,1,1,11.463,,10.82455372,1.43039,0.63218,0.38336,0.15190674,20.23,25
MOL007531,7531,isopulegyl acetate,196.320,0,2,2.962,,29.6544586308,1.33247,1.61744,0.049912,0.24385227,26.3,3
MOL007532,7532,L-Milchsaeure,90.090,2,3,-0.311,11.7049,44.5471577612,-0.23857,-0.48480,0.0062742,0.37412804,57.53,1
MOL007533,7533,santalyl acetate,262.430,0,2,4.042,,24.599710717,1.30434,1.24345,0.13703,0.25449702,26.3,6
MOL007534,7534,sesquicineole,222.410,0,1,4.054,2.684436,47.4700839761,1.64772,1.78190,0.09094,0.24583966,9.23,3
MOL007535,7535,"(5S,8S,9S,10R,13R,14S,17R)-17-[(1R,4R)-4-ethyl-1,5-dimethylhexyl]-10,13-dimethyl-2,4,5,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,6-dione",428.770,0,2,6.656,6.55838,33.1153996,0.89780,0.43613,0.78802,0.25027192,34.14,6
MOL007536,7536,"Stigmasta-5,22-dien-3-beta-yl acetate",454.810,0,2,8.019,5.680758,46.4419022461,1.40909,1.09617,0.85691,0.22111183,26.3,7
MOL007537,7537,viridiflorine,285.430,2,5,1.205,0.062866,34.05101014,0.18645,-0.05806,0.15002,0.21935056,70,6
MOL007538,7538,agarospirol,222.410,1,1,3.666,7.214927,39.4193991262,1.34107,1.49028,0.087076,0.25417599,20.23,1
MOL007539,7539,amomumoside,332.440,5,7,-0.941,,14.6197518117,-0.97506,-1.58913,0.27037,0.21593656,119.61,3
MOL007540,7540,amomumoside_qt,170.280,2,2,0.806,11.5078,75.7931575166,0.49052,0.13493,0.062218,0.22070056,40.46,0
MOL007541,7541,cis-isoascaridole,168.260,0,2,3.095,10.7727,72.0609527789,1.30391,1.61909,0.054958,0.30719581,18.46,1
MOL007542,7542,camphorene,272.520,0,0,7.156,,3.09629263688,1.93563,1.99356,0.12524,0.26955235,0,7
MOL007543,7543,cis-9-Hexadecenal,238.460,0,1,5.970,6.446104,31.708814111,1.50204,1.35787,0.080368,0.20268011,17.07,13
MOL007544,7544,isospathulenol,220.390,1,1,3.007,11.811052,83.3777171238,1.24682,1.28757,0.1221,0.26950115,20.23,0
MOL007545,7545,lanceol,220.390,1,1,4.239,4.956187,37.5379023312,1.28063,1.26458,0.068291,0.25541493,20.23,5
MOL007546,7546,2H-pyran,82.110,0,1,0.272,11.8184,50.7668246363,1.43596,1.93879,0.0065737,0.2809895,9.23,0
MOL007547,7547,2-Pyrol,85.120,1,2,-0.371,,15.2675728173,0.98273,1.35029,0.0069558,0.20999882,29.1,0
MOL007548,7548,"(1S,4aS,8aS)-7-isopropyl-1,4a-dimethyl-2,3,4,5,6,8a-hexahydronaphthalen-1-ol",222.410,1,1,3.733,9.240327,37.0356524553,1.25805,1.36600,0.096459,0.24161582,20.23,1
MOL007549,7549,alpha-Thymidine,242.260,3,7,-1.238,,10.394174414,-0.63766,-1.07482,0.1068,0.26343518,104.55,2
MOL007550,7550,trans-limonene oxide,152.260,0,1,2.269,11.191376,43.2493913496,1.52847,1.80030,0.045329,0.30345243,12.53,1
MOL007551,7551,α-santalene,204.390,0,0,4.123,,17.7566077061,1.83949,2.06552,0.11164,0.26466501,0,3
MOL007552,7552,β-calacorene,200.350,0,0,4.845,,18.5344626709,1.90594,2.04709,0.078272,0.33829585,0,1
MOL007553,7553,(-)-beta-Fenchol,154.280,1,1,2.110,11.1878,79.2410095645,1.30250,1.59933,0.050454,0.22570519,20.23,0
MOL007554,7554,"(1S,2R,4R)-2-methyl-3-methylene-2-(4-methylpent-3-enyl)norbornane",204.390,0,0,4.753,,17.1178808847,1.85121,1.98329,0.074797,0.28221461,0,3
